Price,High,Low,Open,Volume
1869.0999755859375,1869.4000244140625,1868.699951171875,1869.0,10729
1869.300048828125,1869.5,1868.699951171875,1869.0999755859375,12082
1869.5999755859375,1869.9000244140625,1869.199951171875,1869.300048828125,15807
1869.699951171875,1870.0,1869.5999755859375,1869.5999755859375,70075
1869.4000244140625,1870.0,1869.4000244140625,1869.800048828125,37169
1869.0,1869.5,1868.5999755859375,1869.5,45655
1868.0999755859375,1869.0,1868.0999755859375,1868.699951171875,17144
1869.5999755859375,1869.800048828125,1868.300048828125,1868.300048828125,12038
1868.9000244140625,1869.699951171875,1868.800048828125,1869.5999755859375,16897
1869.699951171875,1870.0,1868.5999755859375,1869.0,12649
1869.9000244140625,1870.0,1869.5,1869.699951171875,16264
1869.5,1870.0,1869.300048828125,1870.0,18843
1870.0,1870.0,1869.199951171875,1869.5,15394
1869.800048828125,1870.0,1869.4000244140625,1869.9000244140625,16638
1869.0,1870.0,1868.5999755859375,1869.9000244140625,17748
1869.199951171875,1869.9000244140625,1868.9000244140625,1869.0,17887
1869.800048828125,1869.9000244140625,1869.5,1869.699951171875,9052
1869.199951171875,1869.800048828125,1869.0,1869.800048828125,23114
1869.5,1870.0,1869.0,1869.5,15541
1868.699951171875,1869.800048828125,1868.5999755859375,1869.5,24497
1869.199951171875,1869.5,1868.699951171875,1868.699951171875,13440
1869.4000244140625,1869.9000244140625,1869.0,1869.199951171875,15454
1869.300048828125,1869.5999755859375,1868.800048828125,1869.300048828125,18790
1868.800048828125,1869.9000244140625,1868.800048828125,1869.699951171875,17907
1869.0999755859375,1869.5,1869.0,1869.4000244140625,14138
1869.0999755859375,1869.5,1868.9000244140625,1869.300048828125,11740
1869.0999755859375,1869.300048828125,1868.9000244140625,1869.199951171875,11550
1869.0,1869.300048828125,1869.0,1869.300048828125,11881
1869.0,1869.199951171875,1868.9000244140625,1869.0,13816
1868.9000244140625,1869.0,1868.5,1869.0,13371
1869.0999755859375,1869.199951171875,1868.699951171875,1868.800048828125,11013
1869.199951171875,1869.300048828125,1869.0,1869.199951171875,11988
1869.300048828125,1869.5,1868.800048828125,1869.300048828125,14126
1869.199951171875,1869.5,1869.0999755859375,1869.300048828125,12042
1869.4000244140625,1869.699951171875,1869.199951171875,1869.5,13136
1869.699951171875,1870.0,1869.4000244140625,1869.4000244140625,17061
1869.800048828125,1870.0,1869.5999755859375,1870.0,14288
1870.5,1870.9000244140625,1869.699951171875,1870.0,45988
1870.9000244140625,1871.0,1870.5,1870.5,14191
1871.4000244140625,1871.4000244140625,1870.800048828125,1870.9000244140625,20036
1870.0999755859375,1871.4000244140625,1870.0999755859375,1870.9000244140625,46492
1870.5999755859375,1870.699951171875,1869.9000244140625,1870.0,34267
1870.5999755859375,1870.9000244140625,1869.800048828125,1870.5999755859375,13042
1870.4000244140625,1871.0,1870.300048828125,1870.5,12857
1870.4000244140625,1871.0,1870.300048828125,1870.800048828125,21172
1871.4000244140625,1871.4000244140625,1869.300048828125,1870.4000244140625,37095
1871.9000244140625,1872.0,1870.5999755859375,1871.300048828125,43573
1871.800048828125,1872.5,1871.800048828125,1871.9000244140625,33658
1872.300048828125,1872.800048828125,1871.800048828125,1871.800048828125,15371
1872.699951171875,1872.800048828125,1872.199951171875,1872.300048828125,20520
1872.699951171875,1873.0,1872.5999755859375,1872.9000244140625,22601
1873.0,1873.0,1872.699951171875,1873.0,40470
1873.199951171875,1873.699951171875,1873.0999755859375,1873.4000244140625,19302
1873.0999755859375,1873.699951171875,1873.0999755859375,1873.0999755859375,26434
1873.699951171875,1873.699951171875,1873.0999755859375,1873.5,14859
1873.5999755859375,1874.0,1873.199951171875,1873.199951171875,22997
1873.5999755859375,1874.0,1873.5999755859375,1873.699951171875,24091
1874.199951171875,1874.5,1873.699951171875,1873.699951171875,41893
1874.699951171875,1874.699951171875,1874.0,1874.0999755859375,22481
1874.5,1875.0,1874.5,1874.800048828125,35975
1872.699951171875,1874.800048828125,1872.5999755859375,1874.5,71856
1872.4000244140625,1873.0,1872.4000244140625,1873.0,16700
1871.9000244140625,1872.5,1871.9000244140625,1872.5,19792
1871.9000244140625,1872.300048828125,1871.4000244140625,1872.0999755859375,18221
1871.699951171875,1872.300048828125,1871.699951171875,1871.9000244140625,12840
1872.0999755859375,1872.5,1871.699951171875,1871.699951171875,13625
1871.4000244140625,1872.699951171875,1870.699951171875,1872.0999755859375,31298
1871.300048828125,1872.0,1871.199951171875,1871.9000244140625,20721
1871.5999755859375,1871.800048828125,1871.0999755859375,1871.800048828125,14995
1870.300048828125,1871.5999755859375,1870.0,1871.0999755859375,50615
1870.5,1870.5,1869.800048828125,1870.4000244140625,41975
1870.0999755859375,1870.5,1869.9000244140625,1870.4000244140625,22016
1870.0,1870.699951171875,1869.9000244140625,1870.300048828125,29883
1870.4000244140625,1871.0,1869.9000244140625,1869.9000244140625,15609
1870.800048828125,1871.0,1869.9000244140625,1870.699951171875,35736
1869.9000244140625,1871.0,1869.9000244140625,1871.0,46394
1869.800048828125,1870.5,1869.800048828125,1870.4000244140625,22799
